f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,l07f4,l07f5,l07f6,l07f7,l07f8,l07f9,l07f10,l07f11,l07f12,l07f13,l07f14,l07f15,l07f16,l07f17,l07f18,l07f19,l07f20,l07f21,nss,nsc,mult
009,20032,59,181,1,1,111,02,06,2,2,1110,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    2,     ,    1,     ,    5,     ,     , 10, 20,      5201
010,20032,59,181,1,1,111,02,06,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    2,     ,    1,     ,    5,     ,     , 10, 20,     59817
019,20032,59,181,1,1,111,02,06,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,    2,     ,    3,     ,    2,     ,   10,     ,     , 10, 20,     26007
013,20032,59,181,1,1,111,02,06,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,    1,     ,    3,     ,    2,     ,    5,     ,     , 10, 20,     10403
010,20032,59,181,1,1,111,02,06,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    6,     ,     , 10, 20,     52014
015,20032,59,181,1,1,111,02,06,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,     26007
018,20032,59,181,1,1,111,02,06,2,2,1110,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    3,     ,    1,     ,    4,     ,     , 10, 20,     10403
015,20031,59,181,1,1,111,02,06,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,     ,     ,    3,     ,    2,     ,    8,     ,     , 10, 20,     38178
016,20031,59,181,1,1,111,02,06,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    2,     ,    2,     ,    1,     ,    4,     ,     , 10, 20,      4772
014,20031,59,181,1,1,111,02,06,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,    2,     ,    1,     ,    1,     ,    4,     ,     , 10, 20,     57267
013,20031,59,181,1,1,111,02,06,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,     54881
015,20031,59,181,1,1,111,02,06,2,2,1110,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    3,     ,    1,     ,    5,     ,     , 10, 20,      4772
010,20035,59,181,1,1,111,02,06,2,2,1110,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,     ,     ,     ,     ,     ,     ,    6, 10, 20,      4255
015,20035,59,181,1,1,111,02,06,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,    7,     ,     , 10, 20,     29783
020,20035,59,181,1,1,111,02,06,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    2,     ,     ,     ,     , 10, 20,      2127
013,20035,59,181,1,1,111,02,06,2,2,1110,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,      2127
014,20035,59,181,1,1,111,02,06,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    6,     ,     , 10, 20,     10637
014,20030,59,181,1,1,111,02,06,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,    2,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,     29049
017,20030,59,181,1,1,111,02,06,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,    1,     ,    2,     ,    3,     ,    5,     ,     , 10, 20,      5810
012,20030,59,181,1,1,111,02,06,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,    2,     ,    2,     ,    2,     ,    4,     ,     , 10, 20,     58098
012,20030,59,181,1,1,111,02,06,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    2,     ,    4,     ,     , 10, 20,     32922
013,20039,59,181,1,1,111,03,05,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    4,     ,     , 10, 20,     36940
017,20039,59,181,1,1,111,03,05,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    6,     ,     , 10, 20,     57462
015,20039,59,181,1,1,111,03,05,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    2,     ,    8,     ,     , 10, 20,      6157
008,20039,59,181,1,1,111,03,05,2,2,1110,2,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    2,     ,    1,     ,    4,     ,     , 10, 20,      2052
015,20039,59,181,1,1,111,03,05,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    2,     ,    1,     ,    6,     ,     , 10, 20,     53358
015,20039,59,181,1,1,111,03,05,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    1,     ,    2,     ,    5,     ,     , 10, 20,     38992
017,20039,59,181,1,1,111,03,05,2,2,1110,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,    1,     ,    2,     ,    1,     ,    8,     ,     , 10, 20,      6157
012,20033,59,181,1,1,111,03,05,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    5,     ,     , 10, 20,     48240
012,20033,59,181,1,1,111,03,05,2,2,1110,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,     48240
015,20033,59,181,1,1,111,03,05,2,2,1110,1,2,1,03,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    4,     ,     , 10, 20,     48240
015,20033,59,181,1,1,111,03,05,2,2,1110,1,3,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,     44152
017,20033,59,181,1,1,111,03,05,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    2,     ,    1,     ,    5,     ,     , 10, 20,      7359
013,20036,59,181,1,1,111,03,05,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    2,     ,    1,     ,    2,     ,     , 10, 20,     87238
014,20036,59,181,1,1,111,03,05,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    4,     ,    1,     ,    3,     ,     , 10, 20,     12173
013,20036,59,181,1,1,111,03,05,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    2,     ,    1,     ,    2,     ,     , 10, 20,      2029
020,20037,59,181,1,1,111,03,05,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,    1,     ,    2,     ,    2,     ,    6,     ,     , 10, 20,     34866
012,20037,59,181,1,1,111,03,05,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,     28802
018,20037,59,181,1,1,111,03,05,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,    3,     ,    2,     ,    2,     ,    6,     ,     , 10, 20,      3032
014,20037,59,181,1,1,111,03,05,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   6,     ,     ,    2,     ,    1,     ,     ,     ,     , 10, 20,     27287
016,20037,59,181,1,1,111,03,05,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,     ,     ,    5,     ,    6,     ,   11,     ,     , 10, 20,     33350
017,20037,59,181,1,1,111,03,05,2,2,1110,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   7,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,      7580
017,20038,59,181,1,1,111,03,05,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    3,     ,    1,     ,    6,     ,     , 10, 20,     13351
017,20038,59,181,1,1,111,03,05,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    2,     ,    2,     ,    6,     ,     , 10, 20,     44504
018,20038,59,181,1,1,111,03,05,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,    4,     ,    2,     ,    8,     ,     , 10, 20,      3338
013,20038,59,181,1,1,111,03,05,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,     ,     ,    1,     ,     ,     ,     , 10, 20,     12239
017,20038,59,181,1,1,111,03,05,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    4,     ,     , 10, 20,     25590
019,20038,59,181,1,1,111,03,05,2,2,1110,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    1,     ,    1,     ,    4,     ,     , 10, 20,      6676
010,20064,59,181,1,1,111,04,04,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,     ,     ,     ,     ,    6,     ,     , 14, 28,     13034
017,20064,59,181,1,1,111,04,04,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,    4,     ,     , 14, 28,      1086
019,20064,59,181,1,1,111,04,04,2,2,1110,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    2,     ,     ,     ,     ,     ,     ,     ,     , 14, 28,      1086
014,20064,59,181,1,1,111,04,04,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   8,     ,     ,     ,     ,     ,     ,    6,     ,     , 14, 28,     32584
016,20064,59,181,1,1,111,04,04,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,    4,     ,     , 14, 28,      1086
009,20062,59,181,1,1,111,04,04,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,    2,     ,     , 14, 28,      5865
010,20062,59,181,1,1,111,04,04,2,2,1110,1,3,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,     ,     ,     ,     ,     ,     ,     , 14, 28,      5865
014,20062,59,181,1,1,111,04,04,2,2,1110,1,3,1,03,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    3,     ,    1,     ,    6,     ,     , 14, 28,      5865
016,20062,59,181,1,1,111,04,04,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    3,     ,    1,     ,    3,     ,     , 14, 28,     19550
010,20062,59,181,1,1,111,04,04,2,2,1110,2,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    2,     ,     ,     ,     ,     ,     ,     ,     , 14, 28,     19550
011,20061,59,181,1,1,111,04,04,2,2,1110,1,1,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,     ,     ,    3,     ,    1,     ,    7,     ,     , 14, 28,     16176
010,20061,59,181,1,1,111,04,04,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    1,     ,    5,     ,     , 14, 28,     91174
013,20061,59,181,1,1,111,04,04,2,2,1110,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    4,     ,     , 14, 28,     91174
015,20061,59,181,1,1,111,04,04,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,     ,     ,    2,     ,    1,     ,    6,     ,     , 14, 28,     24999
015,20061,59,181,1,1,111,04,04,2,2,1110,1,3,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,    1,     ,    1,     ,    4,     ,     , 14, 28,     24999
018,20061,59,181,1,1,111,04,04,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     , 14, 28,      2941
021,20061,59,181,1,1,111,04,04,2,2,1110,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,     ,     ,    2,     ,     ,     ,   10,     ,     , 14, 28,      2941
013,20065,59,181,1,1,111,04,04,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    2,     ,    5,     ,     , 14, 28,     26295
016,20065,59,181,1,1,111,04,04,2,2,1110,1,3,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,    1,     ,    3,     ,    1,     ,     ,     ,     , 14, 28,     26295
016,20065,59,181,1,1,111,04,04,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,     ,     ,     ,     ,     ,     ,     , 14, 28,     25100
017,20065,59,181,1,1,111,04,04,2,2,1110,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    2,     ,    2,     ,    1,     ,     ,     ,     , 14, 28,     25100
013,20060,59,181,1,1,111,04,04,2,2,1110,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     , 14, 28,     13747
021,20060,59,181,1,1,111,04,04,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,     ,     ,     , 14, 28,      6873
017,20060,59,181,1,1,111,04,04,2,2,1110,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,    1,     ,     , 14, 28,      2291
009,20060,59,181,1,1,111,04,04,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     , 14, 28,     54986
009,20069,59,181,1,1,111,04,04,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    3,     ,    2,     ,     ,     ,     , 14, 28,     57997
017,20069,59,181,1,1,111,04,04,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    3,     ,    2,     ,    5,     ,     , 14, 28,     49074
025,20069,59,181,1,1,111,04,04,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    3,     ,    4,     ,     , 14, 28,     11153
011,20069,59,181,1,1,111,04,04,2,2,1110,2,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    2,     ,     ,     ,     , 14, 28,      2231
015,20069,59,181,1,1,111,04,04,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,     ,     ,     , 14, 28,     53535
015,20069,59,181,1,1,111,04,04,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     , 14, 28,     51305
019,20069,59,181,1,1,111,04,04,2,2,1110,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    2,     ,    2,     ,     ,     ,     , 14, 28,      4461
012,20063,59,181,1,1,111,04,04,2,2,1110,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    1,     ,    3,     ,     , 14, 28,     11647
015,20063,59,181,1,1,111,04,04,2,2,1110,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    2,     ,    4,     ,     , 14, 28,     11647
013,20063,59,181,1,1,111,04,04,2,2,1110,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    2,     ,    1,     ,    5,     ,     , 14, 28,     60562
015,20063,59,181,1,1,111,04,04,2,2,1110,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    2,     ,    1,     ,    5,     ,     , 14, 28,     16305
015,20063,59,181,1,1,111,04,04,2,2,1110,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,    1,     ,    2,     ,    1,     ,    4,     ,     , 14, 28,     22129
013,20063,59,181,1,1,111,04,04,2,2,1110,2,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    2,     ,    6,     ,     , 14, 28,     22129
015,20063,59,181,1,1,111,04,04,2,2,1110,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,     ,     ,    3,     ,     , 14, 28,     44257
016,20063,59,181,1,1,111,04,04,2,2,1110,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,     ,     ,    2,     ,    2,     ,    4,     ,     , 14, 28,      4659
012,20067,59,181,1,1,334,05,07,1,1,3311,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   4,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,    910034
011,20071,59,181,1,1,334,05,08,1,1,3311,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,     54039
015,20075,59,181,1,1,334,08,11,1,1,3312,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   2,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,   1753484
011,20075,59,181,1,1,334,08,11,1,1,3312,2,3,1,03,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,    2,     ,    3,     ,    5,     ,     ,  6, 12,     42050
014,20070,59,181,1,1,334,08,11,1,1,3312,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,   12,     ,     ,  6, 12,    179219
014,20070,59,181,1,1,334,08,11,1,1,3312,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,   10,     ,     ,  6, 12,     44805
009,20070,59,181,1,1,334,08,11,1,1,3312,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     , 1300,     ,     ,     ,     ,     ,  6, 12,    560061
009,20070,59,181,1,1,334,08,11,1,1,3312,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,     44805
008,20079,59,181,1,1,334,08,11,1,1,3312,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     ,  6, 12,   3094340
013,20073,59,181,1,1,334,09,12,1,1,3312,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,     ,     ,    7,     ,     ,  8, 16,    326263
016,20073,59,181,1,1,334,09,12,1,1,3312,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   7,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    559309
009,20073,59,181,1,1,334,09,12,1,1,3312,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   6,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,   1817753
016,20073,59,181,1,1,334,09,12,1,1,3312,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    792354
012,20076,59,181,1,1,334,09,12,1,1,3312,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    138554
014,20076,59,181,1,1,334,09,12,1,1,3312,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  55,     ,     ,    1,     ,    2,     ,     ,     ,     ,  8, 16,    173192
012,20077,59,181,1,1,334,09,12,1,1,3312,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,     ,     ,    2,     ,    4,     ,     ,  8, 16,    476413
014,20077,59,181,1,1,334,09,12,1,1,3312,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   7,     ,     ,    1,     ,    1,     ,    2,     ,     ,  8, 16,    628000
012,20084,59,181,1,1,334,10,02,1,1,3310,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   6,     ,     ,    2,     ,     ,     ,     ,     ,     ,  3,  4,   1269688
009,20082,59,181,1,1,334,10,13,1,1,3310,2,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,     61433
011,20082,59,181,1,1,334,10,13,1,1,3310,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,   1151869
017,20081,59,181,1,1,334,10,13,1,1,3310,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,    2,     ,     ,     ,     ,     ,     , 10, 20,    534487
014,20081,59,181,1,1,334,10,13,1,1,3310,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,    2,     ,     , 10, 20,    447813
016,20085,59,181,1,1,334,10,13,1,1,3310,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,    368685
011,20089,59,181,1,1,334,10,13,1,1,3310,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  20,    ,     ,     ,     ,     ,     ,     ,     ,     ,     , 10, 20,    384319
011,20089,59,181,1,1,334,10,13,1,1,3310,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    2,     ,     ,     ,     , 10, 20,    968484
012,20083,59,181,1,1,334,11,14,1,1,3310,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,    2,     ,     ,    4,     ,     ,  2,  4,     44378
009,20086,59,181,1,1,334,12,15,1,1,3310,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   4,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    113017
015,20088,59,181,1,1,334,12,15,1,1,3310,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,     ,     ,    1,     ,     ,     ,     ,  8, 16,    659740
010,20944,59,181,1,1,334,12,15,1,1,3310,1,1,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    3,     ,    1,     ,    4,     ,     ,  8, 16,    432445
012,20944,59,181,1,1,334,12,15,1,1,3310,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    2,     ,    4,     ,   15,     ,     ,  8, 16,    386925
014,20944,59,181,1,1,334,12,15,1,1,3310,1,4,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    6,     ,    2,     ,    4,     ,     ,  8, 16,   1752541
010,20942,59,181,1,1,332,14,18,1,1,3313,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   8,  12,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    552715
008,20941,59,181,1,1,332,14,18,1,1,3313,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  12,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    539298
011,20945,59,181,1,1,332,15,17,1,1,3313,1,2,1,02,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    627222
013,20945,59,181,1,1,332,15,17,1,1,3313,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   3,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    182465
013,20940,59,181,1,1,332,15,17,1,1,3313,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,  24,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,   1163212
012,20940,59,181,1,1,332,15,17,1,1,3313,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,  22,    ,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    228081
011,20949,59,181,1,1,332,15,18,1,1,3313,1,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,   2,   1,     ,     ,     ,    2,     ,     ,     ,     ,     ,  8, 16,    697040
013,20949,59,181,1,1,332,15,18,1,1,3313,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   5,     ,     ,     ,     ,     ,     ,   16,     ,     ,  8, 16,    365946
014,20943,59,181,1,1,332,15,18,1,1,3313,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   2,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    685770
016,20943,59,181,1,1,332,15,18,1,1,3313,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,     ,     ,    4,     ,    2,     ,     ,     ,     ,  8, 16,    234165
011,20943,59,181,1,1,332,15,18,1,1,3313,2,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   1,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,    903210
015,20943,59,181,1,1,332,15,18,1,1,3313,2,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,    2,     ,     ,     ,     ,  8, 16,    518509
016,20946,59,181,1,1,332,16,17,1,1,3313,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,   4,     ,     ,     ,     ,     ,     ,     ,     ,     ,  8, 16,     40897
005,20947,59,181,1,1,332,16,17,1,1,3313,2,2,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,    4,     ,     ,  8, 16,     45282
013,20948,59,181,1,1,332,22,20,1,1,3313,1,3,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    4,     ,    2,     ,    8,     ,     ,  6, 12,    833327
011,20948,59,181,1,1,332,22,20,1,1,3313,1,4,1,01,07,00000,   ,   ,   ,   ,   ,   ,   ,    ,    ,     ,     ,    1,     ,     ,     ,     ,     ,     ,  6, 12,    319146
